timestamp,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_volume,taker_buy_quote_volume
2020-03-16,5360.33,6900.0,4442.12,5816.19,1180843.345815,6710917850.66102,8567146,572953.99079,3258534733.899862
2020-03-23,5816.05,6957.96,5688.0,5881.42,770380.80536,4963224056.186818,5558649,374037.171488,2410430651.1533923
2020-03-30,5880.5,7198.0,5857.76,6772.78,664784.299583,4388764837.975918,5187309,328850.322927,2171911522.5432377
2020-04-06,6772.78,7459.69,6739.98,6903.79,582804.771087,4149639337.0034943,5399736,280689.969951,1999584846.2821686
2020-04-13,6903.79,7293.08,6468.27,7120.74,501345.258903,3470075398.328409,4481179,241259.557489,1670997362.6201801
2020-04-20,7121.4,7738.0,6751.0,7693.1,469098.312947,3396617806.4314218,4408245,224125.283108,1625169356.8918355
2020-04-27,7693.1,9460.0,7606.0,8894.16,742165.162104,6374997759.196763,6613200,363331.16828,3122774832.2889953
2020-05-04,8894.15,10067.0,8117.0,8722.77,780478.849466,7191007480.438996,7296812,369687.780218,3408051320.644362
2020-05-11,8722.77,9939.0,8200.0,9680.04,721487.837087,6639127977.318728,6691363,348124.304743,3206329814.309669
2020-05-18,9681.11,9950.0,8700.0,8720.34,517248.177536,4856615582.538332,5231275,243871.783782,2291792677.447179
2020-05-25,8718.14,9740.0,8642.72,9448.27,425528.246167,3923220452.2965627,4709904,209371.472668,1931386248.8454983
2020-06-01,9448.27,10380.0,9266.0,9746.99,427822.495347,4156656856.710649,4699565,208908.26182,2031849904.2887743
2020-06-08,9746.99,9992.72,9113.0,9342.1,336172.771517,3222940574.5708337,3925947,158086.69559,1516390238.253126
2020-06-15,9342.1,9589.0,8910.45,9294.69,323565.711842,3025511745.348797,3601511,157067.67168,1469318218.5940075
2020-06-22,9294.69,9780.0,8833.0,9116.35,343601.083154,3199982407.720629,3556356,162648.331078,1515724945.3964057
2020-06-29,9116.16,9292.0,8893.03,9069.41,247256.195125,2255910006.086825,2670420,120007.885844,1095085364.7219348
2020-07-06,9069.41,9470.0,9055.92,9302.75,284964.999673,2642350802.5796742,3618928,139286.661532,1291693618.9702258
2020-07-13,9303.31,9343.82,9047.25,9208.99,247602.692095,2275998962.741705,3834095,117517.406171,1080194174.8219032
2020-07-20,9208.99,10111.0,9131.0,9931.54,346433.535115,3295996462.1417675,5037013,167612.904868,1596041010.699757
2020-07-27,9931.54,12123.46,9917.21,11071.35,637793.811724,7048671346.493502,8989722,308283.879719,3405894056.7549586
2020-08-03,11071.36,11909.94,10936.0,11681.68,403167.45146,4646926089.61999,6240181,190641.833287,2197221620.133731
2020-08-10,11681.69,12067.35,11125.0,11911.0,468167.72232,5471151052.231874,7853234,224176.827366,2620954475.1044083
2020-08-17,11910.99,12468.0,11376.81,11648.13,426710.483502,5061638056.366496,7082053,205750.910997,2440973815.7736926
2020-08-24,11648.12,11824.9,11117.64,11711.16,355153.169372,4078471242.6749406,5563536,172004.217622,1975725317.1695065
2020-08-31,11711.17,12050.85,9825.0,10256.2,581777.756525,6357675711.972731,9093522,272514.508229,2978112998.7570977
2020-09-07,10255.89,10580.11,9850.0,10332.83,366759.994048,3756191422.9266324,5490957,176070.937008,1803672847.9852383
2020-09-14,10332.84,11179.79,10212.34,10920.28,374339.558814,4052903078.381216,5419926,182800.562676,1979747774.6951149
2020-09-21,10920.28,10988.86,10136.82,10774.25,331299.291081,3499594157.462563,5082884,161067.804774,1701606859.4703984
2020-09-28,10774.26,10950.0,10374.0,10666.63,288073.126989,3079535042.6297483,4200553,139276.825415,1488932592.7380245
2020-10-05,10666.62,11491.0,10525.0,11369.02,288404.145494,3147355378.403716,4224553,143943.509816,1572213941.226101
2020-10-12,11369.02,11720.01,11172.0,11503.14,279657.097047,3188831299.717626,4017625,134837.128099,1537962674.7274244
2020-10-19,11503.14,13350.0,11407.96,13028.83,418993.354681,5252707161.494401,5893134,209978.707942,2630019669.925434
